,Store,Date,Sales
933599,15,2013-03-16,4813
933600,16,2013-03-16,4942
933601,17,2013-03-16,2834
933602,18,2013-03-16,4659
933603,19,2013-03-16,3889
933604,20,2013-03-16,4886
933605,21,2013-03-16,5054
933606,22,2013-03-16,3290
933607,23,2013-03-16,4720
933608,24,2013-03-16,6649
933609,25,2013-03-16,9071
933610,26,2013-03-16,6258
933611,27,2013-03-16,7253
933612,28,2013-03-16,2509
934700,1,2013-03-15,4925
934701,2,2013-03-15,4181
934702,3,2013-03-15,6933
934703,4,2013-03-15,7849
934704,5,2013-03-15,3839
934705,6,2013-03-15,5838
934706,7,2013-03-15,8083
934707,8,2013-03-15,4424
934708,9,2013-03-15,4748
934709,10,2013-03-15,5135
934710,11,2013-03-15,8059
934711,12,2013-03-15,6996
934712,13,2013-03-15,3281
934713,14,2013-03-15,5173
934714,15,2013-03-15,6065
934715,16,2013-03-15,7114
934716,17,2013-03-15,5810
934717,18,2013-03-15,6943
934718,19,2013-03-15,5578
934719,20,2013-03-15,5555
934720,21,2013-03-15,3932
934721,22,2013-03-15,4395
934722,23,2013-03-15,5122
934723,24,2013-03-15,8773
934724,25,2013-03-15,10077
934725,26,2013-03-15,5564
934726,27,2013-03-15,8290
934727,28,2013-03-15,4800
935815,1,2013-03-14,5108
935816,2,2013-03-14,3964
935817,3,2013-03-14,4993
935818,4,2013-03-14,7112
935819,5,2013-03-14,3488
935820,6,2013-03-14,5697
935821,7,2013-03-14,6752
935822,8,2013-03-14,4878
935823,9,2013-03-14,4229
935824,10,2013-03-14,4914
935825,11,2013-03-14,7356
935826,12,2013-03-14,5891
935827,13,2013-03-14,3033
935828,14,2013-03-14,4596
935829,15,2013-03-14,6506
935830,16,2013-03-14,6900
935831,17,2013-03-14,5111
935832,18,2013-03-14,5647
935833,19,2013-03-14,5447
935834,20,2013-03-14,7305
935835,21,2013-03-14,3066
935836,22,2013-03-14,3454
935837,23,2013-03-14,4273
935838,24,2013-03-14,7372
935839,25,2013-03-14,10304
935840,26,2013-03-14,5090
935841,27,2013-03-14,6685
935842,28,2013-03-14,4239
936930,1,2013-03-13,4341
936931,2,2013-03-13,3874
936932,3,2013-03-13,5391
936933,4,2013-03-13,7522
936934,5,2013-03-13,3486
936935,6,2013-03-13,5129
936936,7,2013-03-13,6538
936937,8,2013-03-13,3973
936938,9,2013-03-13,4521
936939,10,2013-03-13,4609
936940,11,2013-03-13,7040
936941,12,2013-03-13,6041
936942,13,2013-03-13,2706
936943,14,2013-03-13,4663
936944,15,2013-03-13,4856
936945,16,2013-03-13,5541
936946,17,2013-03-13,4889
936947,18,2013-03-13,4539
936948,19,2013-03-13,5441
936949,20,2013-03-13,5739
936950,21,2013-03-13,3054
936951,22,2013-03-13,3468
936952,23,2013-03-13,3872
936953,24,2013-03-13,7003
936954,25,2013-03-13,9743
936955,26,2013-03-13,3401
936956,27,2013-03-13,6876
936957,28,2013-03-13,4037
938045,1,2013-03-12,3853
938046,2,2013-03-12,2991
938047,3,2013-03-12,5452
938048,4,2013-03-12,7676
938049,5,2013-03-12,2809
938050,6,2013-03-12,5579
938051,7,2013-03-12,7182
938052,8,2013-03-12,3729
938053,9,2013-03-12,4258
938054,10,2013-03-12,4807
938055,11,2013-03-12,7702
938056,12,2013-03-12,5872
938057,13,2013-03-12,2884
938058,14,2013-03-12,4258
938059,15,2013-03-12,5227
938060,16,2013-03-12,6890
938061,17,2013-03-12,3707
938062,18,2013-03-12,4558
938063,19,2013-03-12,4297
938064,20,2013-03-12,6773
938065,21,2013-03-12,3151
938066,22,2013-03-12,3133
938067,23,2013-03-12,2095
938068,24,2013-03-12,5893
938069,25,2013-03-12,8371
938070,26,2013-03-12,2181
938071,27,2013-03-12,6343
938072,28,2013-03-12,3803
939160,1,2013-03-11,4949
939161,2,2013-03-11,3778
939162,3,2013-03-11,4968
939163,4,2013-03-11,8395
939164,5,2013-03-11,3343
939165,6,2013-03-11,5680
939166,7,2013-03-11,6325
939167,8,2013-03-11,3641
939168,9,2013-03-11,4312
939169,10,2013-03-11,5401
939170,11,2013-03-11,6445
939171,12,2013-03-11,4823
939172,13,2013-03-11,3000
939173,14,2013-03-11,5654
939174,15,2013-03-11,4984
939175,16,2013-03-11,7760
939176,17,2013-03-11,4348
939177,18,2013-03-11,5041
939178,19,2013-03-11,6022
939179,20,2013-03-11,7247
939180,21,2013-03-11,3995
939181,22,2013-03-11,3853
939182,23,2013-03-11,3827
939183,24,2013-03-11,7303
939184,25,2013-03-11,11073
939185,26,2013-03-11,3973
939186,27,2013-03-11,6040
939187,28,2013-03-11,4077
940275,1,2013-03-10,0
940276,2,2013-03-10,0
940277,3,2013-03-10,0
940278,4,2013-03-10,0
940279,5,2013-03-10,0
940280,6,2013-03-10,0
940281,7,2013-03-10,0
940282,8,2013-03-10,0
940283,9,2013-03-10,0
940284,10,2013-03-10,0
940285,11,2013-03-10,0
940286,12,2013-03-10,0
940287,13,2013-03-10,0
940288,14,2013-03-10,0
940289,15,2013-03-10,0
940290,16,2013-03-10,0
940291,17,2013-03-10,0
940292,18,2013-03-10,0
940293,19,2013-03-10,0
940294,20,2013-03-10,0
940295,21,2013-03-10,0
940296,22,2013-03-10,0
940297,23,2013-03-10,0
940298,24,2013-03-10,0
940299,25,2013-03-10,0
940300,26,2013-03-10,0
940301,27,2013-03-10,0
940302,28,2013-03-10,0
941390,1,2013-03-09,5578
941391,2,2013-03-09,2208
941392,3,2013-03-09,3778
941393,4,2013-03-09,9936
941394,5,2013-03-09,1558
941395,6,2013-03-09,3450
941396,7,2013-03-09,5013
941397,8,2013-03-09,2263
941398,9,2013-03-09,5610
941399,10,2013-03-09,4213
941400,11,2013-03-09,6101
941401,12,2013-03-09,5778
941402,13,2013-03-09,3954
941403,14,2013-03-09,3210
941404,15,2013-03-09,5963
941405,16,2013-03-09,4867
941406,17,2013-03-09,2790
941407,18,2013-03-09,4164
941408,19,2013-03-09,4367
941409,20,2013-03-09,4649
941410,21,2013-03-09,4891
941411,22,2013-03-09,3276
941412,23,2013-03-09,4593
941413,24,2013-03-09,6942
941414,25,2013-03-09,8136
941415,26,2013-03-09,5283
941416,27,2013-03-09,6421
941417,28,2013-03-09,2250
942505,1,2013-03-08,5853
942506,2,2013-03-08,4822
942507,3,2013-03-08,8174
942508,4,2013-03-08,10245
942509,5,2013-03-08,4744
942510,6,2013-03-08,6630
942511,7,2013-03-08,8322
942512,8,2013-03-08,5223
942513,9,2013-03-08,5788
942514,10,2013-03-08,5350
942515,11,2013-03-08,8132
942516,12,2013-03-08,8048
942517,13,2013-03-08,5320
942518,14,2013-03-08,6008
942519,15,2013-03-08,7659
942520,16,2013-03-08,7178
942521,17,2013-03-08,6583
942522,18,2013-03-08,7060
942523,19,2013-03-08,7134
942524,20,2013-03-08,7446
942525,21,2013-03-08,5637
942526,22,2013-03-08,4834
942527,23,2013-03-08,6647
942528,24,2013-03-08,10144
942529,25,2013-03-08,11214
942530,26,2013-03-08,7837
942531,27,2013-03-08,10599
942532,28,2013-03-08,5920
943620,1,2013-03-07,5637
943621,2,2013-03-07,5747
943622,3,2013-03-07,8479
943623,4,2013-03-07,9190
943624,5,2013-03-07,4430
943625,6,2013-03-07,6867
943626,7,2013-03-07,7698
943627,8,2013-03-07,6875
943628,9,2013-03-07,5227
943629,10,2013-03-07,5460
943630,11,2013-03-07,7968
943631,12,2013-03-07,8093
943632,13,2013-03-07,5906
943633,14,2013-03-07,6125
943634,15,2013-03-07,6683
943635,16,2013-03-07,7678
943636,17,2013-03-07,7413
943637,18,2013-03-07,6775
943638,19,2013-03-07,7256
943639,20,2013-03-07,9315
943640,21,2013-03-07,5235
943641,22,2013-03-07,4481
943642,23,2013-03-07,6933
943643,24,2013-03-07,9009
943644,25,2013-03-07,11929
943645,26,2013-03-07,8057
943646,27,2013-03-07,10015
943647,28,2013-03-07,6548
944735,1,2013-03-06,5973
944736,2,2013-03-06,6842
944737,3,2013-03-06,8729
944738,4,2013-03-06,9357
944739,5,2013-03-06,6027
944740,6,2013-03-06,7243
944741,7,2013-03-06,8802
944742,8,2013-03-06,5977
944743,9,2013-03-06,5988
944744,10,2013-03-06,5115
944745,11,2013-03-06,9650
944746,12,2013-03-06,8712
944747,13,2013-03-06,5773
944748,14,2013-03-06,5936
944749,15,2013-03-06,6679
944750,16,2013-03-06,7719
944751,17,2013-03-06,7829
944752,18,2013-03-06,6577
944753,19,2013-03-06,6461
944754,20,2013-03-06,7864
944755,21,2013-03-06,5410
944756,22,2013-03-06,4566
944757,23,2013-03-06,5921
944758,24,2013-03-06,10266
944759,25,2013-03-06,12156
944760,26,2013-03-06,6710
944761,27,2013-03-06,10271
944762,28,2013-03-06,5766
945850,1,2013-03-05,6300
945851,2,2013-03-05,6357
945852,3,2013-03-05,9878
945853,4,2013-03-05,9844
945854,5,2013-03-05,6131
945855,6,2013-03-05,8057
945856,7,2013-03-05,9821
945857,8,2013-03-05,7947
945858,9,2013-03-05,6108
945859,10,2013-03-05,7003
945860,11,2013-03-05,9864
945861,12,2013-03-05,9035
945862,13,2013-03-05,6000
945863,14,2013-03-05,6554
945864,15,2013-03-05,7071
945865,16,2013-03-05,8361
945866,17,2013-03-05,10182
945867,18,2013-03-05,6689
945868,19,2013-03-05,6788
945869,20,2013-03-05,8396
945870,21,2013-03-05,6454
945871,22,2013-03-05,5408
945872,23,2013-03-05,6488
945873,24,2013-03-05,9915
945874,25,2013-03-05,13988
945875,26,2013-03-05,7444
945876,27,2013-03-05,11886
945877,28,2013-03-05,8422
946965,1,2013-03-04,7675
946966,2,2013-03-04,7993
946967,3,2013-03-04,11004
946968,4,2013-03-04,13382
946969,5,2013-03-04,7926
946970,6,2013-03-04,8596
946971,7,2013-03-04,11946
946972,8,2013-03-04,8279
946973,9,2013-03-04,7785
946974,10,2013-03-04,7280
946975,11,2013-03-04,10942
946976,12,2013-03-04,12369
946977,13,2013-03-04,7898
946978,14,2013-03-04,8437
946979,15,2013-03-04,8531
946980,16,2013-03-04,10012
946981,17,2013-03-04,12584
946982,18,2013-03-04,8303
946983,19,2013-03-04,10049
946984,20,2013-03-04,9809
946985,21,2013-03-04,7860
946986,22,2013-03-04,6596
946987,23,2013-03-04,8021
946988,24,2013-03-04,14302
946989,25,2013-03-04,16651
946990,26,2013-03-04,10126
946991,27,2013-03-04,14658
946992,28,2013-03-04,9382
948080,1,2013-03-03,0
948081,2,2013-03-03,0
948082,3,2013-03-03,0
948083,4,2013-03-03,0
948084,5,2013-03-03,0
948085,6,2013-03-03,0
948086,7,2013-03-03,0
948087,8,2013-03-03,0
948088,9,2013-03-03,0
948089,10,2013-03-03,0
948090,11,2013-03-03,0
948091,12,2013-03-03,0
948092,13,2013-03-03,0
948093,14,2013-03-03,0
948094,15,2013-03-03,0
948095,16,2013-03-03,0
948096,17,2013-03-03,0
948097,18,2013-03-03,0
948098,19,2013-03-03,0
948099,20,2013-03-03,0
948100,21,2013-03-03,0
948101,22,2013-03-03,0
948102,23,2013-03-03,0
948103,24,2013-03-03,0
948104,25,2013-03-03,0
948105,26,2013-03-03,0
948106,27,2013-03-03,0
948107,28,2013-03-03,0
949195,1,2013-03-02,5350
949196,2,2013-03-02,2643
949197,3,2013-03-02,5037
949198,4,2013-03-02,10541
949199,5,2013-03-02,1939
949200,6,2013-03-02,4257
949201,7,2013-03-02,5240
949202,8,2013-03-02,2574
949203,9,2013-03-02,5505
949204,10,2013-03-02,4620
949205,11,2013-03-02,6332
949206,12,2013-03-02,6481
949207,13,2013-03-02,4605
949208,14,2013-03-02,3437
949209,15,2013-03-02,5924
949210,16,2013-03-02,4739
949211,17,2013-03-02,3131
949212,18,2013-03-02,4316
949213,19,2013-03-02,3652
949214,20,2013-03-02,5229
949215,21,2013-03-02,5151
949216,22,2013-03-02,3743
949217,23,2013-03-02,4702
949218,24,2013-03-02,7789
949219,25,2013-03-02,10999
949220,26,2013-03-02,6283
949221,27,2013-03-02,8121
949222,28,2013-03-02,2976
950310,1,2013-03-01,4611
950311,2,2013-03-01,4290
950312,3,2013-03-01,6575
950313,4,2013-03-01,9873
950314,5,2013-03-01,4082
950315,6,2013-03-01,6755
950316,7,2013-03-01,8052
950317,8,2013-03-01,4465
950318,9,2013-03-01,5578
950319,10,2013-03-01,4775
950320,11,2013-03-01,8406
950321,12,2013-03-01,6292
950322,13,2013-03-01,3651
950323,14,2013-03-01,5198
950324,15,2013-03-01,6059
950325,16,2013-03-01,6882
950326,17,2013-03-01,6332
950327,18,2013-03-01,6961
950328,19,2013-03-01,6271
950329,20,2013-03-01,6285
950330,21,2013-03-01,3976
950331,22,2013-03-01,4103
950332,23,2013-03-01,5314
950333,24,2013-03-01,9084
950334,25,2013-03-01,11818
950335,26,2013-03-01,6269
950336,27,2013-03-01,8503
950337,28,2013-03-01,5499
951425,1,2013-02-28,4676
951426,2,2013-02-28,4859
951427,3,2013-02-28,6167
951428,4,2013-02-28,10697
951429,5,2013-02-28,4940
951430,6,2013-02-28,6524
951431,7,2013-02-28,7413
951432,8,2013-02-28,5545
951433,9,2013-02-28,5134
951434,10,2013-02-28,4681
951435,11,2013-02-28,8052
951436,12,2013-02-28,6210
951437,13,2013-02-28,3423
951438,14,2013-02-28,5389
951439,15,2013-02-28,5258
951440,16,2013-02-28,6899
951441,17,2013-02-28,6248
951442,18,2013-02-28,5674
951443,19,2013-02-28,7334
951444,20,2013-02-28,7476
951445,21,2013-02-28,3708
951446,22,2013-02-28,5128
951447,23,2013-02-28,4397
951448,24,2013-02-28,9106
951449,25,2013-02-28,13331
951450,26,2013-02-28,5431
951451,27,2013-02-28,9048
951452,28,2013-02-28,4909
952540,1,2013-02-27,4558
952541,2,2013-02-27,4741
952542,3,2013-02-27,5172
952543,4,2013-02-27,7256
952544,5,2013-02-27,3634
952545,6,2013-02-27,5280
952546,7,2013-02-27,6381
952547,8,2013-02-27,4152
952548,9,2013-02-27,4032
952549,10,2013-02-27,4414
952550,11,2013-02-27,7482
952551,12,2013-02-27,5581
952552,13,2013-02-27,3509
952553,14,2013-02-27,4500
952554,15,2013-02-27,5133
952555,16,2013-02-27,6524
952556,17,2013-02-27,5027
952557,18,2013-02-27,4991
952558,19,2013-02-27,6778
952559,20,2013-02-27,6918
952560,21,2013-02-27,3127
952561,22,2013-02-27,4060
952562,23,2013-02-27,3712
952563,24,2013-02-27,7042
952564,25,2013-02-27,9944
952565,26,2013-02-27,4151
952566,27,2013-02-27,6247
952567,28,2013-02-27,4483
953655,1,2013-02-26,3794
953656,2,2013-02-26,3919
953657,3,2013-02-26,5154
953658,4,2013-02-26,7199
953659,5,2013-02-26,3664
953660,6,2013-02-26,5471
953661,7,2013-02-26,6464
953662,8,2013-02-26,4031
953663,9,2013-02-26,3925
953664,10,2013-02-26,4403
953665,11,2013-02-26,6418
953666,12,2013-02-26,4959
953667,13,2013-02-26,2734
953668,14,2013-02-26,4716
953669,15,2013-02-26,4547
953670,16,2013-02-26,5791
953671,17,2013-02-26,4561
953672,18,2013-02-26,4619
953673,19,2013-02-26,5569
953674,20,2013-02-26,5384
953675,21,2013-02-26,2886
953676,22,2013-02-26,3325
953677,23,2013-02-26,3650
953678,24,2013-02-26,6907
953679,25,2013-02-26,9376
953680,26,2013-02-26,3855
953681,27,2013-02-26,6736
953682,28,2013-02-26,4276
954770,1,2013-02-25,4038
954771,2,2013-02-25,3084
954772,3,2013-02-25,5072
954773,4,2013-02-25,7158
954774,5,2013-02-25,3372
954775,6,2013-02-25,5660
954776,7,2013-02-25,6839
954777,8,2013-02-25,4241
954778,9,2013-02-25,4373
954779,10,2013-02-25,4822
954780,11,2013-02-25,5691
954781,12,2013-02-25,5284
954782,13,2013-02-25,3114
954783,14,2013-02-25,4755
954784,15,2013-02-25,4825
954785,16,2013-02-25,5606
954786,17,2013-02-25,4582
954787,18,2013-02-25,4201
954788,19,2013-02-25,4035
954789,20,2013-02-25,7258
954790,21,2013-02-25,3530
954791,22,2013-02-25,3971
954792,23,2013-02-25,4312
954793,24,2013-02-25,5545
954794,25,2013-02-25,9641
954795,26,2013-02-25,3425
954796,27,2013-02-25,5493
954797,28,2013-02-25,4389
955885,1,2013-02-24,0
955886,2,2013-02-24,0
955887,3,2013-02-24,0
955888,4,2013-02-24,0
955889,5,2013-02-24,0
955890,6,2013-02-24,0
955891,7,2013-02-24,0
955892,8,2013-02-24,0
955893,9,2013-02-24,0
955894,10,2013-02-24,0
955895,11,2013-02-24,0
955896,12,2013-02-24,0
955897,13,2013-02-24,0
955898,14,2013-02-24,0
955899,15,2013-02-24,0
955900,16,2013-02-24,0
955901,17,2013-02-24,0
955902,18,2013-02-24,0
955903,19,2013-02-24,0
955904,20,2013-02-24,0
955905,21,2013-02-24,0
955906,22,2013-02-24,0
955907,23,2013-02-24,0
955908,24,2013-02-24,0
955909,25,2013-02-24,0
955910,26,2013-02-24,0
955911,27,2013-02-24,0
955912,28,2013-02-24,0
957000,1,2013-02-23,5237
957001,2,2013-02-23,1919
957002,3,2013-02-23,3688
957003,4,2013-02-23,9708
957004,5,2013-02-23,1425
957005,6,2013-02-23,3403
957006,7,2013-02-23,4233
957007,8,2013-02-23,2122
957008,9,2013-02-23,4676
957009,10,2013-02-23,4534
957010,11,2013-02-23,5960
957011,12,2013-02-23,5771
957012,13,2013-02-23,4375
957013,14,2013-02-23,2817
957014,15,2013-02-23,4811
957015,16,2013-02-23,4378
957016,17,2013-02-23,2124
957017,18,2013-02-23,3011
957018,19,2013-02-23,2968
957019,20,2013-02-23,4746
957020,21,2013-02-23,4570
957021,22,2013-02-23,3073
957022,23,2013-02-23,4790
957023,24,2013-02-23,6159
957024,25,2013-02-23,8272
957025,26,2013-02-23,3651
957026,27,2013-02-23,6007
957027,28,2013-02-23,2410
958115,1,2013-02-22,5000
958116,2,2013-02-22,4552
958117,3,2013-02-22,7993
958118,4,2013-02-22,10623
958119,5,2013-02-22,4874
958120,6,2013-02-22,6796
958121,7,2013-02-22,8043
958122,8,2013-02-22,5493
958123,9,2013-02-22,5254
958124,10,2013-02-22,5285
958125,11,2013-02-22,7011
958126,12,2013-02-22,7805
958127,13,2013-02-22,6428
958128,14,2013-02-22,6034
958129,15,2013-02-22,6763
958130,16,2013-02-22,6973
958131,17,2013-02-22,6630
958132,18,2013-02-22,6660
958133,19,2013-02-22,7085
958134,20,2013-02-22,6696
958135,21,2013-02-22,5879
958136,22,2013-02-22,5263
958137,23,2013-02-22,6446
958138,24,2013-02-22,9375
958139,25,2013-02-22,11733
958140,26,2013-02-22,6511
958141,27,2013-02-22,9134
958142,28,2013-02-22,5901
959230,1,2013-02-21,5261
959231,2,2013-02-21,5276
959232,3,2013-02-21,7517
959233,4,2013-02-21,9303
959234,5,2013-02-21,4778
959235,6,2013-02-21,6252
959236,7,2013-02-21,7735
959237,8,2013-02-21,6562
959238,9,2013-02-21,5328
959239,10,2013-02-21,5969
959240,11,2013-02-21,7626
959241,12,2013-02-21,7898
959242,13,2013-02-21,5186
959243,14,2013-02-21,5826
959244,15,2013-02-21,6619
959245,16,2013-02-21,6459
959246,17,2013-02-21,7538
959247,18,2013-02-21,5951
959248,19,2013-02-21,5992
959249,20,2013-02-21,8293
959250,21,2013-02-21,5407
959251,22,2013-02-21,4870
959252,23,2013-02-21,6202
959253,24,2013-02-21,8715
959254,25,2013-02-21,11681
959255,26,2013-02-21,7145
959256,27,2013-02-21,8914
959257,28,2013-02-21,6774
960345,1,2013-02-20,5660
960346,2,2013-02-20,6116
960347,3,2013-02-20,7862
960348,4,2013-02-20,8906
960349,5,2013-02-20,5517
960350,6,2013-02-20,6535
960351,7,2013-02-20,7120
960352,8,2013-02-20,6324
960353,9,2013-02-20,5231
960354,10,2013-02-20,5200
960355,11,2013-02-20,7967
960356,12,2013-02-20,7872
960357,13,2013-02-20,4876
960358,14,2013-02-20,5524
960359,15,2013-02-20,6532
960360,16,2013-02-20,7051
960361,17,2013-02-20,7416
960362,18,2013-02-20,6299
960363,19,2013-02-20,6307
960364,20,2013-02-20,7487
960365,21,2013-02-20,4710
960366,22,2013-02-20,4919
960367,23,2013-02-20,5756
960368,24,2013-02-20,9823
960369,25,2013-02-20,11679
960370,26,2013-02-20,6240
960371,27,2013-02-20,9501
960372,28,2013-02-20,6433
961460,1,2013-02-19,5386
961461,2,2013-02-19,5734
961462,3,2013-02-19,7997
961463,4,2013-02-19,9719
961464,5,2013-02-19,3906
961465,6,2013-02-19,6450
961466,7,2013-02-19,8497
961467,8,2013-02-19,6351
961468,9,2013-02-19,5713
961469,10,2013-02-19,6049
961470,11,2013-02-19,8218
961471,12,2013-02-19,8564
961472,13,2013-02-19,6057
961473,14,2013-02-19,5960
961474,15,2013-02-19,6063
961475,16,2013-02-19,8288
961476,17,2013-02-19,8177
961477,18,2013-02-19,5617
961478,19,2013-02-19,7029
961479,20,2013-02-19,8347
961480,21,2013-02-19,6595
961481,22,2013-02-19,4661
961482,23,2013-02-19,5855
961483,24,2013-02-19,10578
961484,25,2013-02-19,12811
961485,26,2013-02-19,5335
961486,27,2013-02-19,9566
961487,28,2013-02-19,6468
962575,1,2013-02-18,6407
962576,2,2013-02-18,7493
962577,3,2013-02-18,10793
962578,4,2013-02-18,13163
962579,5,2013-02-18,8397
962580,6,2013-02-18,8262
962581,7,2013-02-18,11148
962582,8,2013-02-18,8184
962583,9,2013-02-18,6933
962584,10,2013-02-18,7495
962585,11,2013-02-18,10231
962586,12,2013-02-18,10195
962587,13,2013-02-18,7686
962588,14,2013-02-18,8200
962589,15,2013-02-18,9018
962590,16,2013-02-18,10059
962591,17,2013-02-18,10781
962592,18,2013-02-18,9149
962593,19,2013-02-18,9220
962594,20,2013-02-18,8677
962595,21,2013-02-18,8182
962596,22,2013-02-18,6962
962597,23,2013-02-18,8694
962598,24,2013-02-18,12350
962599,25,2013-02-18,15327
962600,26,2013-02-18,11121
962601,27,2013-02-18,13303
962602,28,2013-02-18,9636
963690,1,2013-02-17,0
963691,2,2013-02-17,0
963692,3,2013-02-17,0
963693,4,2013-02-17,0
963694,5,2013-02-17,0
963695,6,2013-02-17,0
963696,7,2013-02-17,0
963697,8,2013-02-17,0
963698,9,2013-02-17,0
963699,10,2013-02-17,0
963700,11,2013-02-17,0
963701,12,2013-02-17,0
963702,13,2013-02-17,0
963703,14,2013-02-17,0
963704,15,2013-02-17,0
963705,16,2013-02-17,0
963706,17,2013-02-17,0
963707,18,2013-02-17,0
963708,19,2013-02-17,0
963709,20,2013-02-17,0
963710,21,2013-02-17,0
963711,22,2013-02-17,0
963712,23,2013-02-17,0
963713,24,2013-02-17,0
963714,25,2013-02-17,0
963715,26,2013-02-17,0
963716,27,2013-02-17,0
963717,28,2013-02-17,0
964805,1,2013-02-16,6154
964806,2,2013-02-16,2401
964807,3,2013-02-16,4000
964808,4,2013-02-16,9757
964809,5,2013-02-16,1740
964810,6,2013-02-16,3779
964811,7,2013-02-16,5140
964812,8,2013-02-16,2488
964813,9,2013-02-16,5292
964814,10,2013-02-16,4340
964815,11,2013-02-16,6670
964816,12,2013-02-16,5420
964817,13,2013-02-16,4203
964818,14,2013-02-16,2748
964819,15,2013-02-16,5435
964820,16,2013-02-16,4607
964821,17,2013-02-16,2427
964822,18,2013-02-16,4272
964823,19,2013-02-16,3657
964824,20,2013-02-16,4276
964825,21,2013-02-16,4596
964826,22,2013-02-16,2899
964827,23,2013-02-16,4705
964828,24,2013-02-16,6624
964829,25,2013-02-16,9146
964830,26,2013-02-16,5136
964831,27,2013-02-16,6317
964832,28,2013-02-16,2583
965920,1,2013-02-15,4809
965921,2,2013-02-15,3812
965922,3,2013-02-15,5159
965923,4,2013-02-15,7993
965924,5,2013-02-15,3811
965925,6,2013-02-15,5215
965926,7,2013-02-15,7677
965927,8,2013-02-15,3737
965928,9,2013-02-15,4832
965929,10,2013-02-15,4385
965930,11,2013-02-15,7014
965931,12,2013-02-15,5637
965932,13,2013-02-15,3135
965933,14,2013-02-15,5188
965934,15,2013-02-15,5450
965935,16,2013-02-15,5579
965936,17,2013-02-15,5625
965937,18,2013-02-15,6101
965938,19,2013-02-15,5129
965939,20,2013-02-15,5902
965940,21,2013-02-15,4229
965941,22,2013-02-15,3892
965942,23,2013-02-15,4862
965943,24,2013-02-15,7696
965944,25,2013-02-15,10057
965945,26,2013-02-15,5465
965946,27,2013-02-15,6352
965947,28,2013-02-15,4871
967035,1,2013-02-14,4241
967036,2,2013-02-14,4439
967037,3,2013-02-14,5912
967038,4,2013-02-14,8239
967039,5,2013-02-14,3908
967040,6,2013-02-14,5056
967041,7,2013-02-14,6520
967042,8,2013-02-14,5316
967043,9,2013-02-14,4491
967044,10,2013-02-14,4111
967045,11,2013-02-14,7925
967046,12,2013-02-14,5992
967047,13,2013-02-14,3135
967048,14,2013-02-14,5434
967049,15,2013-02-14,5153
967050,16,2013-02-14,5962
967051,17,2013-02-14,5804
967052,18,2013-02-14,5348
967053,19,2013-02-14,5284
967054,20,2013-02-14,6828
967055,21,2013-02-14,3667
967056,22,2013-02-14,4030
967057,23,2013-02-14,5389
967058,24,2013-02-14,8165
967059,25,2013-02-14,12123
967060,26,2013-02-14,5764
967061,27,2013-02-14,7295
967062,28,2013-02-14,5008
968150,1,2013-02-13,4252
968151,2,2013-02-13,5001
968152,3,2013-02-13,5111
968153,4,2013-02-13,7983
968154,5,2013-02-13,4412
968155,6,2013-02-13,4804
968156,7,2013-02-13,7005
968157,8,2013-02-13,3993
968158,9,2013-02-13,4613
968159,10,2013-02-13,4953
968160,11,2013-02-13,7523
968161,12,2013-02-13,5408
968162,13,2013-02-13,3154
968163,14,2013-02-13,4885
968164,15,2013-02-13,4952
968165,16,2013-02-13,6241
968166,17,2013-02-13,5437
968167,18,2013-02-13,5394
968168,19,2013-02-13,4800
968169,20,2013-02-13,6101
968170,21,2013-02-13,2815
968171,22,2013-02-13,3199
968172,23,2013-02-13,4274
968173,24,2013-02-13,7484
968174,25,2013-02-13,12063
968175,26,2013-02-13,5284
968176,27,2013-02-13,6127
968177,28,2013-02-13,4680
969265,1,2013-02-12,4015
969266,2,2013-02-12,3968
969267,3,2013-02-12,5725
969268,4,2013-02-12,7800
969269,5,2013-02-12,3178
969270,6,2013-02-12,5119
969271,7,2013-02-12,6506
969272,8,2013-02-12,3503
969273,9,2013-02-12,4570
969274,10,2013-02-12,4506
969275,11,2013-02-12,6563
969276,12,2013-02-12,5226
969277,13,2013-02-12,2390
969278,14,2013-02-12,5449
969279,15,2013-02-12,4224
969280,16,2013-02-12,5768
969281,17,2013-02-12,5142
969282,18,2013-02-12,4613
969283,19,2013-02-12,5141
969284,20,2013-02-12,4262
969285,21,2013-02-12,2625
969286,22,2013-02-12,2488
969287,23,2013-02-12,3762
969288,24,2013-02-12,6949
969289,25,2013-02-12,4301
969290,26,2013-02-12,4359
969291,27,2013-02-12,7192
969292,28,2013-02-12,4758
970380,1,2013-02-11,4409
970381,2,2013-02-11,4303
970382,3,2013-02-11,5541
970383,4,2013-02-11,8907
970384,5,2013-02-11,3978
970385,6,2013-02-11,5695
970386,7,2013-02-11,7457
970387,8,2013-02-11,4215
970388,9,2013-02-11,3745
970389,10,2013-02-11,4433
970390,11,2013-02-11,7130
970391,12,2013-02-11,5531
970392,13,2013-02-11,3249
970393,14,2013-02-11,3341
970394,15,2013-02-11,4954
970395,16,2013-02-11,5845
970396,17,2013-02-11,5194
970397,18,2013-02-11,4997
970398,19,2013-02-11,5319
970399,20,2013-02-11,7086
970400,21,2013-02-11,3220
970401,22,2013-02-11,4616
970402,23,2013-02-11,4137
970403,24,2013-02-11,6861
970404,25,2013-02-11,0
970405,26,2013-02-11,4075
970406,27,2013-02-11,7442
970407,28,2013-02-11,4530
971495,1,2013-02-10,0
971496,2,2013-02-10,0
